Name,Location,Category,Bio URL
Gilbert Young Jr,"San Ignacio, Belize",Serverless Builder since 2022,https://www.linkedin.com/in/gilbert-young-jr-3098671a4/
Giorgi Gognadze,"Tbilisi, Georgia",Front-End Web & Mobile Builder since 2021,https://georgego.dev/
Girish Mukim,"Toronto, Canada",Storage Builder since 2022,https://www.youtube.com/c/AWSLearn
Godswill Nwania,"Abuja, Nigeria",Containers Builder since 2024,https://www.linkedin.com/in/godswillnwania/
Gokul Bala,"Singapore, Singapore",Dev Tools Builder since 2022,https://www.gokulbala.com/
Gokul Srinivasagan,Germany,Machine Learning Builder since 2021,https://www.linkedin.com/in/sgokul1/
Goodness Chris-Ugari,Nigeria,Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/goodness-chris-ugari
Gous Sayyad,"Solapur, India",Cloud Operations Builder since 2024,https://www.linkedin.com/in/gous30/
Govind Kumar,"Bengaluru, India",Dev Tools Builder since 2022,https://elngovind.com
Grant Fritchey,"Tulsa, Oklahoma, USA",Data Builder since 2020,https://scarydba.com
Greg Luxford,"Brisbane, Australia",Cloud Operations Builder since 2022,https://www.linkedin.com/in/greg-luxford
Guan Rong Huang,"Taipei, Taiwan",Machine Learning Builder since 2024,https://www.linkedin.com/in/kevinhuang1114/
Gui Marson,"São Paulo, Brazil",Cloud Operations Builder since 2021,https://www.linkedin.com/in/gui-marson/
Guido Nebiolo,Italy,Serverless Builder since 2024,https://www.linkedin.com/in/guidonebiolo/
Guilherme Teles,"São Paulo, Brazil",Security Builder since 2023,https://guilhermeteles.com.br/
Guillaume LANNEBERE,"Bordeaux, France",Serverless Builder since 2020,https://www.linkedin.com/in/guillaume-lannebere-51a17183/
Guillermo Ojeda,"Córdoba, Argentina",Serverless Builder since 2022,https://newsletter.simpleaws.dev/
Gulshan Aggarwal,"Alwar, India",Front-End Web & Mobile Builder since 2022,https://twitter.com/gulshanagg333
Gustavo Costa,"Criciuma, Brazil",Network Content & Delivery Builder since 2021,https://www.linkedin.com/in/gdcosta
Gustavo Mainchein,"São Paulo, Brazil",Serverless Builder since 2024,https://www.linkedin.com/in/gustavomainchein
Gustavo Ramirez,"Bogotá, Colombia",Front-End Web & Mobile Builder since 2023,https://soygustavoramirez.com/
Gustavo Tavares,"Berlin, Germany",Serverless Builder since 2020,https://www.linkedin.com/in/gustavares
Güldeniz Bektaş,"İstanbul, Turkey",Machine Learning Builder since 2023,https://www.linkedin.com/in/guldenizbektas/
Hafiz Syed Ashir Hassan,"Kuala Lumpur, Malaysia",Machine Learning Builder since 2023,https://linkedin.com/in/syed-ashir-hassan
Hafsa Usmani,Singapore,Serverless Builder since 2022,https://hafsausmani.com/
Hajime Oguri,Japan,Data Builder since 2024,https://www.linkedin.com/in/%E5%AE%97-%E5%A4%A7%E6%A0%97-a66b4a45/
Halimat Azeez,"Lagos, Nigeria",Security Builder since 2023,https://www.linkedin.com/in/azeez-halimat-b5b188176
Hameedullah Khan,"Dubai, United Arab Emirates",Security Builder since 2022,https://www.linkedin.com/in/hameedullahkhan/
Hamza Noweder,"Amman, Jordan",Containers Builder since 2022,https://www.linkedin.com/in/hamzanoweder
Hamza Shabbir,"Islamabad, Pakistan",Data Builder since 2020,https://www.linkedin.com/in/hamzashabbir1/
Hamzeh Shaghlil,"Abu Dhabi, United Arab Emirates",Cloud Operations Builder since 2023,https://www.linkedin.com/in/hamzeh-shaghlil/
Handan Nathaniel Treasure,"Bauchi, Nigeria",Machine Learning Builder since 2023,https://nathaniel-handan.me
Hanseob Lee,"Seoul, South Korea",Cloud Operations Builder since 2022,https://www.linkedin.com/in/hanseob-lee-9655781aa/
Haonan Liu,"Melbourne, Australia",Machine Learning Builder since 2023,https://www.linkedin.com/in/dustin-liu/
Hardeep Jethwani,"Pune, India",Cloud Operations Builder since 2023,https://linkedin.com/in/hardeepjethwani
Hardik Joshi,"Sydney, Australia",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/hardikhjoshi
Hardik Singh Behl,"New Delhi, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/hardiksinghbehl/
Hari Karthigasu,"Rotterdam, The Netherlands",Security Builder since 2021,https://hari.karthigasu.io
Harinder Seera,Australia,Data Builder since 2021,https://www.linkedin.com/in/harinderseera/
Harpreet Siddhu,USA,Network Content & Delivery Builder since 2024,https://medium.com/@harrysiddhu
Harrish Ragavendar S,"Madurai, India",Serverless Builder since 2023,https://www.linkedin.com/in/harrishragavendar/
Harrison Cannon,"Manchester, United Kingdom",Serverless Builder since 2023,https://www.linkedin.com/in/haribodev/
Harry Belinga,"Ebolowa, Cameroon",Serverless Builder since 2024,https://www.linkedin.com/in/p-harry-belinga-4798944b/
Harry Kwabena Ablor," London, UK",Dev Tools Builder since 2022,https://harrykay.hashnode.dev
Harry Zhou,"Auckland, New Zealand",Containers Builder since 2023,https://startquicktech.medium.com/
Harsh Thakkar,India,Data Builder since 2022,https://www.linkedin.com/in/harsh-thakkar-a88aa812a
Harshit Dawar,India,Machine Learning Builder since 2023,https://www.linkedin.com/in/harshitdawar
Hassaan Bin Aslam,Pakistan,Machine Learning Builder since 2022,https://www.linkedin.com/in/hassaanbinaslam/
Hassan Ayman,"Mansoura, Egypt",Machine Learning Builder since 2021,https://www.linkedin.com/in/hassan-ayman-95116b69
Hayato Kosugi,"Tokyo, Japan",Dev Tools Builder since 2020,https://dev.to/hayao_k
Hayato Tan,Japan,Security Builder since 2023,No URL
Haytham Mostafa,Egypt,Containers Builder since 2021,https://www.linkedin.com/in/haytham-mostafa-b242b524/
Haytham Saied,"Cairo, Egypt",Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/haytham-saied-40584b39/
Hazim Salim,"Mosul, Iraq",Data Builder since 2022,https://www.linkedin.com/in/hazim-salim-a27b77146/
Heba K. Ahmed,"Cairo, Egypt",Machine Learning Builder since 2021,https://www.linkedin.com/in/heba-kabdelmoez/
Hector Fernandez,"Montevideo, Uruguay",Front-End Web & Mobile Builder since 2021,https://hector.builders
Hein Htet Win,"Yangon, Myanmar",Containers Builder since 2023,https://www.linkedin.com/in/hein-htet-win
Hendrik Hagen,Germany,Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/hendrik-hagen-79959b169/
Henri,"Pekanbaru, Indonesia",Network Content & Delivery Builder since 2022,No URL
Henry LUO,"Hong Kong, China",Machine Learning Builder since 2024,https://www.linkedin.com/in/henry-heng-luo-8045b49a/
Henry Ouang,"Overland Park, USA",Dev Tools Builder since 2021,https://twitter.com/henryouang
Heshan Dharmasena,"Colombo, Sri Lanka",Dev Tools Builder since 2022,https://www.linkedin.com/in/heshandharmasena/
Hidehiko Asahi,"Tokyo, Japan",Data Builder since 2023,https://qiita.com/asahide
Hidetaka Okamoto,"Hyogo, Japan",Serverless Builder since 2023,https://hidetaka.dev
Hikaru Kawagoe,"Kashiwa, Japan",Dev Tools Builder since 2023,https://zenn.dev/rrrraaaaa6
Hila Fish,Israel,Cloud Operations Builder since 2022,https://www.linkedin.com/in/hila-fish
Hilda Ogamba,Kenya,Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/hilda-ogamba/
Hiroaki ASHIZAWA,"Tokyo, Japan",Security Builder since 2024,https://twitter.com/ashi_ssan
Hiroshi Hayakawa,Japan,Security Builder since 2024,https://www.linkedin.com/in/hiroshi-hayakawa/
Hiroshi Kasahara,"Niigata, Japan",Serverless Builder since 2022,https://dev.classmethod.jp/author/kasahara-hiroshi/
Hiroshi Shimosato,"Osaka, Japan",Serverless Builder since 2022,https://bio.link/shimo164
Hitesh Bheda,"Ahmedabad, India",Cloud Operations Builder since 2021,https://www.linkedin.com/in/hiteshbheda/
Hitesh Pattanayak,"Bhubaneswar, India",Containers Builder since 2023,https://hiteshrepo.github.io/
Hlaing Min Paing,"Yangon, Myanmar",Cloud Operations Builder since 2024,https://www.linkedin.com/in/hlaing-min-paing/
Hongyi Li,"Toronto, Canada",Data Builder since 2023,https://www.linkedin.com/in/davidhongyi/
Horacio Herrera García,"Panamá, Panama",Front-End Web & Mobile Builder since 2020,https://horacioh.con?from=awsbuilders
Hosni Eldib,"Dubai, United Arab Emirates",Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/hosnieldib
Hubert Chan,"Toronto, Canada",Data Builder since 2022,https://www.linkedin.com/in/ihubertpro/
Hubert Puacz,"Lublin, Poland",Containers Builder since 2023,No URL
Hugo Thomaz Pinheiro de Souza,"João Pessoa, Brazil",Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/hugo-thomaz-pinheiro/
Hui-Ju Cheng,"Taipei, Taiwan",Security Builder since 2024,https://www.linkedin.com/in/megumi-cheng-pmlife/
Humberto Rosales Leyva,"Mexico City, México",Security Builder since 2021,https://embajadoresdemarca.com.mx/
Hung-Yi Chen,"Taipei, Taiwan",Network Content & Delivery Builder since 2022,https://github.com/gaod
Hussain Mansoor ,"Toronto, Canada",Serverless Builder since 2022,https://husyn.dev
Hussain Shabbir,"Colombo, Sri Lanka",Dev Tools Builder since 2021,https://www.linkedin.com/in/hussainshabbir/
Hussein Ayoub,"Beirut, Lebanon",Security Builder since 2024,https://www.linkedin.com/in/hussein-ayoub-207a49135
Huzefa Khan,"Islamabad, Pakistan",Data Builder since 2023,https://www.linkedin.com/in/huzefa-khan-1a82916a/
Hyeseong Kim,"Seoul, South Korea",Data Builder since 2024,https://allyhyeseongkim.com/
ICHINO Kazuaki,Japan,Cloud Operations Builder since 2024,https://twitter.com/kazzpapa3
Iain Elder,"Barcelona, Spain",Security Builder since 2023,https://isme.es/
Ibrahim Cesar,"São Paulo, Brazil",Front-End Web & Mobile Builder since 2020,https://ibrahimcesar.cloud
Ibrar Ullah,"Islamabad, Pakistan",Containers Builder since 2023,www.linkedin.com/in/theibrarullah
Idowu Emehinola,"Lagos, Nigeria",Containers Builder since 2022,https://hydeenoble.com
Ifeanyi Obiana,"Lagos, Nigeria",Dev Tools Builder since 2023,https://www.linkedin.com/in/ifeanyi-obiana/
Ifeanyichukwu Otuonye,"Providenciales, Turks and Caicos Islands",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/ifeanyi-otuonye
Ige Adetokunbo Temitayo,"Dubai, United Arab Emirates",Containers Builder since 2021,https://igeadetokunbo.medium.com/
Igor Soroka,"Helsinki, Finland",Serverless Builder since 2021,https://www.linkedin.com/in/igor-soroka/
Illia Kavaliou,"Brisbane, Australia",Serverless Builder since 2024,https://linkedin.com/in/ikavaliou/
Ilya Levin,Israel,Security Builder since 2024,https://www.linkedin.com/in/ilya-levin-cloud
Imalka De Silva,Singapore,Serverless Builder since 2023,https://www.linkedin.com/in/imalka/
Imoh Etuk,Nigeria,Security Builder since 2022,https://www.linkedin.com/in/etukimoh/
Inderdeep Singh,"Toronto, Canada",Cloud Operations Builder since 2023,https://www.thenetworkdna.com/
Indika Wimalasuriya,"Colombo, Sri Lanka",Cloud Operations Builder since 2023,https://www.linkedin.com/in/indika-wimalasuriya/
Irene Aguilar Rubio,"Barcelona, Spain",Serverless Builder since 2022,https://www.linkedin.com/in/irene-aguilar/
Irene Bonso,"Zamboanga City, Philippines",Serverless Builder since 2023,https://irenebonso.com/
Iris Hunkeler,"Zurich, Switzerland",Serverless Builder since 2023,https://www.linkedin.com/in/iris-hunkeler/
Iris Yu,"Taipei, Taiwan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/shaohsien-yu-38ba72263/
Iris Zarecki,Israel,Machine Learning Builder since 2020,https://www.linkedin.com/in/iriszarecki/
Isaac Oppong-Amoah,"Accra, Ghana",Security Builder since 2023,https://gh.linkedin.com/in/isaac-oppong-amoah-4645b01b8
Isah Bashir,"Abuja, Nigeria",Cloud Operations Builder since 2023,https://www.linkedin.com/in/bashir-isah/
Ismael Aboubakar,"N'Djamena, Chad",Cloud Operations Builder since 2023,https://github.com/aboubakarismael16
Israel Kuti,"Lagos, Nigeria",Storage Builder since 2022,https://www.linkedin.com/in/israelkuti
Israel Tetteh,"Abuja, Nigeria",Containers Builder since 2022,https://linkedin.com/in/israeltetteh
Iteye Ogbo,United Kingdom,Machine Learning Builder since 2024,https://www.linkedin.com/in/iteyeogbo/
Ivan Blanquez Romero,"Madrid, Spain",Serverless Builder since 2022,https://www.linkedin.com/in/ivanblanquez/
Ivan Casco Valero,"Dublin, Ireland",Cloud Operations Builder since 2023,https://www.linkedin.com/in/ivancasco/
Ivan Echegaray,"Lima, Peru",Containers Builder since 2023,https://www.linkedin.com/in/ivanechegaray/
Ivica Kolenkaš,Netherlands,Containers Builder since 2023,https://www.linkedin.com/in/ivica-kolenka%C5%A1-8b333895/
J.R. De Guzman,"Manila, Philippines",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/j-r-de-guzman-33606a119/
JR Beaudoin,"New York, USA",Serverless Builder since 2021,https://twitter.com/jiherr
Jacco Kulman,"Amsterdam, Netherlands",Serverless Builder since 2022,https://github.com/Jacco
Jacek Kościesza,"Katowice, Poland",Serverless Builder since 2022,https://www.linkedin.com/in/jacekkosciesza/
Jacky Chan,Hong Kong,Machine Learning Builder since 2024,https://www.linkedin.com/in/jhkchan/
Jacky Ho,Hong Kong,Machine Learning Builder since 2020,https://www.linkedin.com/in/pui-kwan-ho-105a05194/
Jacob Ezekiel,"Nairobi, Kenya",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/jacob-moracha/
Jacob Verhoeks,Netherlands,Data Builder since 2022,https://jacob.verhoeks.org/
"Jae Sung, Ko",South Korea,Networking & Content Delivery Builder since 2022,https://zigispace.net
Jaechan Lee,"Seoul, South Korea",Containers Builder since 2024,https://www.linkedin.com/in/xgro/
Jaehyeon Kim,"Sydney, Australia",Data Builder since 2022,https://au.linkedin.com/in/jaehyeon-kim-76b93429
Jagoda Czarczynska,"Wroclaw, Poland",Machine Learning Builder since 2024,https://www.linkedin.com/in/czarczynska/
Jaime Elso de Blas,"Madrid, Spain",Serverless Builder since 2024,https://jaimeelso.com/about
Jair Tasayco Bautista,"Lima, Peru",Serverless Builder since 2023,https://www.linkedin.com/in/jair-tasayco/
Jaira Encio,"Manila, Philippines",Serverless Builder since 2021,https://www.linkedin.com/in/jaira-mae-encio-929a68176/
Jakob Ondrey,"Chicago, USA",Serverless Builder since 2021,https://jakobondrey.com
Jakub Barczyk,"Katowice, Poland",Serverless Builder since 2023,https://www.linkedin.com/in/jakub-barczyk/
Jakub Gaj,"Copenhagen, Denmark",Cloud Operations Builder since 2023,https://www.linkedin.com/in/jakubgaj/
Jakub Wołynko,"Warsaw, Poland",Containers Builder since 2023,https://www.linkedin.com/in/jakubwolynko/
James Derr,"Austin, USA",Containers Builder since 2024,https://www.linkedin.com/in/james-derr/
James Matson,"Melbourne, Australia",Serverless Builder since 2023,https://www.linkedin.com/in/james-m-702b3737/
James Monek,USA,Security Builder since 2020,https://jamesmonek.com
James Phipps,"Jackson, USA",Serverless Builder since 2022,https://becloudit.com
James Sugrue,"Cork, Ireland",Front-End Web & Mobile Builder since 2020,https://www.twitter.com/sugrue
James Vulling,"Perth, Australia",Serverless Builder since 2024,https://www.linkedin.com/in/jamesvulling/
Jamie Walker,"Manchester, United Kingdom",Serverless Builder since 2021,https://www.linkedin.com/in/jamiedwalker88/
Jamiu Kunle Ayinde,"Lagos, Nigeria",Containers Builder since 2022,https://www.linkedin.com/in/ayinde-jamiu
Jan Tymiński,"Czerwionka-Leszczyny, Poland",Security Builder since 2024,https://tymik.me
Jan-Otto Kröpke,"Nuremberg, Germany",Containers Builder since 2022,https://www.linkedin.com/in/jkroepke
Janitha Tennakoon,"Kandy, Sri Lanka",Data Builder since 2020,https://janithatennakoon.com
Jannik Wempe,"Hamburg, Germany",Serverless Builder since 2022,https://www.jannikwempe.com/
Janos Tolgyesi,"Milan, Italy",Machine Learning Builder since 2020,https://www.linkedin.com/in/janostolgyesi
Janvi Thakkar,"Ahmedabad, India",Serverless Builder since 2023,https://www.linkedin.com/in/janvi-thakkar-496514194
Jaroslaw Szczepankiewicz,"Poznan, Poland",Security Builder since 2021,https://www.linkedin.com/in/jaros%C5%82aw-szczepankiewicz/
Jarosław Czerwiński,"Katowice, Poland",Dev Tools Builder since 2023,https://www.linkedin.com/in/jaroslaw-czerwinski-it/
Jarosław Grząbel,Poland,Containers Builder since 2024,https://www.linkedin.com/in/jaroslaw-grzabel/
Jasneet Sawhney,"Montreal, Canada",Front-End Web & Mobile Builder since 2021,https://jasneet.codes/
Jason Andrews,"Minneapolis, USA",Graviton Arm Builder since 2020,https://www.linkedin.com/in/jason-andrews-7b05a8
Jason Butz,"Indianapolis, Indiana, USA",Serverless Builder since 2023,https://jasonbutz.info
Jason Kao,"Durham, USA",Security Builder since 2023,https://www.linkedin.com/in/kaojason/
Jason Li,"Providence, Rhode Island, USA",Dev Tools Builder since 2024,https://www.linkedin.com/in/jasonlidevopsengineer/
Jason Paul,"Waterloo, Canada",Cloud Operations Builder since 2022,https://www.linuxtek.ca/
Jason Wadsworth,USA,Serverless Builder since 2020,https://jason.wadsworth.dev
Jason Wood,"Melbourne, Australia",Cloud Operations Builder since 2023,https://www.linkedin.com/in/jasonwood01/
Jaswanth Reddy V,India,Containers Builder since 2020,https://iam-j.github.io/
Jatin Mehrotra,"Tokyo, Japan",Cloud Operations Builder since 2022,https://www.linkedin.com/in/jatinmehrotra/
Javier Campos,"Valencia, Spain",Serverless Builder since 2021,https://javiercampos.es
Javier Terán,"Santander, Spain",Containers Builder since 2022,https://www.linkedin.com/in/javiteran/
